Domain Code,Domain,Area Code,Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7001","January","","222.6408201731","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7001","January","","586.5981172057","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2017","2017","23012","Consumer Prices, General Indices (2010 = 100)","7001","January","","2767.6077554823","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","88.1513496796","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","93.6054244916","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","98.7179472813","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","123.4724007364","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","175.8455037388","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","218.1495455498","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","211.8160415152","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","229.8752685184","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","695.4641209661","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2017","2017","23012","Consumer Prices, General Indices (2010 = 100)","7002","February","","3657.7034660583","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","87.9953652915","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","95.7018008801","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","98.3925315751","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","119.0940803252","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","179.6509849316","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","204.9715541401","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","205.7649230107","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","234.0303698914","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7003","March","","807.9384473216","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","71.9222498507","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","90.4400171672","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","98.4638003041","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","99.4844222919","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","137.1183453104","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","177.7280739402","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","206.181777841","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","244.7744669693","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","250.7986916137","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7004","April","","918.8583108191","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","75.9038858266","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","93.8232647577","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","97.6018520905","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","98.9599920215","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","128.1989966349","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","230.1307601886","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","208.857716913","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","202.6721291085","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","274.457930938","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7005","May","","1108.1238507077","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","75.5717466554","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","92.9478696141","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","99.1482490416","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","99.2262412357","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","134.4693000985","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","234.0572637514","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","208.0777949724","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","209.3283594633","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","335.7563954159","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7006","June","","968.2831483119","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","77.822762739","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","97.3396369553","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","97.4458677024","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","97.3799777453","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","142.3357541543","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","228.9474303477","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","207.0289344316","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","212.4346002956","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","322.6052978663","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7007","July","","1772.5719597312","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","79.162076968","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","97.1728950232","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","97.6919465216","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","98.8228333354","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","159.8167631671","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","229.0415588578","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","206.5582918813","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","224.4292618644","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","356.0747066608","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7008","August","","1871.7149088495","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","83.5914957132","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","97.2885386213","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","98.7582880713","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","96.8246195359","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","160.7580482678","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","229.6735645682","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","213.1472875861","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","213.8330810166","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","408.9614823896","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7009","September","","2655.924976809","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","88.0733574855","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","97.1056603731","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","103.733652175","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","100.5305934466","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","176.100995409","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","213.9944441768","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","216.5090200886","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","205.5497721306","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","402.2111235246","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7010","October","","2393.237364578","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","88.1150429685","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","96.1899244395","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","104.7596529347","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","101.1357052971","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","180.8612086325","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","255.0344745668","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","219.4001100407","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","263.479146613","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","457.356983495","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7011","November","","2548.591308105","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2007","2007","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","84.614807087","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2008","2008","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","95.4355516659","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2009","2009","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","97.5413409054","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2010","2010","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","110.0120237966","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2011","2011","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","182.1252200534","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2012","2012","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","228.1002737571","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2013","2013","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","208.0509011124","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2014","2014","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","228.6112570975","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2015","2015","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","479.7595688914","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
"CP","Consumer Price Indices","277","South Sudan","2016","2016","23012","Consumer Prices, General Indices (2010 = 100)","7012","December","","2781.3092155173","X","International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)","2010"
